movie_name,month,year,ratings,user_vote,genres,country
Saving Mr. Banks,12.0,2013.0,7.5,170000,,
Saving Private Ryan,6.0,2019.0,8.6,15000000,,United States
Saving Silverman,2.0,2001.0,5.8,43000,,
Saw,10.0,2014.0,7.6,467000,,
Saw 3D,10.0,2010.0,5.5,110000,,
Saw II,10.0,2005.0,6.6,277000,,
Saw III,10.0,2006.0,6.2,213000,,
Saw IV,10.0,2007.0,5.9,165000,,
Saw V,10.0,2008.0,5.8,138000,,
Saw VI,10.0,2009.0,6.0,125000,,
Saw X,9.0,2023.0,6.6,75000,,
Say It Isn't So,3.0,2001.0,5.0,14000,,
Scary Movie,7.0,2000.0,,,,
Scary Movie 2,7.0,2001.0,5.3,175000,,
Scary Movie 3,10.0,2003.0,5.5,159000,,
Scary Movie 4,4.0,2006.0,5.1,129000,,
Scary Movie V,4.0,2013.0,3.5,77000,,
Scary Stories to Tell in the Dark,8.0,2019.0,6.2,85000,,
School for Scoundrels,9.0,2006.0,5.9,31000,,
School of Rock,10.0,2003.0,7.2,331000,,
Scooby-Doo,6.0,2002.0,5.3,126000,,
Scooby-Doo 2: Monsters Unleashed,3.0,2004.0,5.2,65000,,
Scoop,7.0,2006.0,6.6,88000,,
Scott Pilgrim vs. The World,8.0,2010.0,,,,
Scott Pilgrim vs. the World,8.0,2010.0,7.6,466000,,United States United Kingdom Canada Japan
Scouts Guide to the Zombie Apocalypse,10.0,2015.0,6.3,55000,,
Scream 3,2.0,2000.0,,,,
Scream 4,4.0,2011.0,6.2,171000,,
Scream VI,3.0,2023.0,6.5,120000,,
Screwed,5.0,2000.0,,,,
Se jie,11.0,2007.0,,,,
Seabiscuit,7.0,2003.0,7.3,77000,,
Searching,8.0,2018.0,7.6,180000,,
Season of the Witch,1.0,2011.0,5.4,98000,,
Second Act,12.0,2018.0,5.8,30000,,
Secondhand Lions,9.0,2003.0,7.5,62000,,
Secret Window,3.0,2004.0,6.5,210000,,
Secret in Their Eyes,11.0,2015.0,6.3,51000,,
Secretariat,10.0,2010.0,7.2,31000,,
Secretary,9.0,2002.0,6.9,99000,,
See No Evil,5.0,2006.0,5.0,29000,,
See Spot Run,3.0,2001.0,5.4,97000,,
Seed of Chucky,2.0,2005.0,,,,
Seeking a Friend for the End of the World,6.0,2012.0,6.7,119000,,
Self/Less,6.0,2015.0,,,,
Self/less,7.0,2015.0,6.5,104000,,United States
Selma,12.0,2014.0,7.5,96000,,
Semi-Pro,2.0,2008.0,5.8,86000,,
September Dawn,8.0,2007.0,5.8,31000,,United States Canada
Serbuan maut,3.0,2012.0,,,,
Serendipity,10.0,2001.0,6.8,121000,,
Serenity,1.0,2019.0,5.4,45000,,
Serving Sara,8.0,2002.0,5.3,19000,,
Seven Pounds,12.0,2008.0,7.6,315000,,
Seven Psychopaths,10.0,2012.0,7.1,274000,,
Seventh Son,2.0,2015.0,5.5,81000,,
Severance,5.0,2007.0,6.4,41000,,
Sex Drive,10.0,2008.0,6.5,92000,,
Sex Tape,7.0,2014.0,5.1,118000,,
Sex and the City,5.0,2008.0,5.7,127000,,
Sex and the City 2,5.0,2010.0,4.5,84000,,
Sexy Beast,6.0,2001.0,7.3,69000,,
Shade,4.0,2004.0,6.3,13000,,
Shadow of the Vampire,12.0,2000.0,6.9,44000,,
Shaft,6.0,2019.0,6.4,59000,,
Shall We Dance?,10.0,2004.0,6.2,50000,,
Shallow Hal,11.0,2001.0,6.0,145000,,
Shame,12.0,2011.0,7.2,206000,,
Shanghai,10.0,2015.0,6.3,10000,,
Shanghai Knights,2.0,2003.0,6.2,113000,,
Shanghai Noon,5.0,2000.0,,,,
Shaolin Soccer,4.0,2004.0,7.3,89000,,
Shark Night,9.0,2011.0,4.1,27000,,United States
Shark Night 3D,9.0,2011.0,,,,
Shark Tale,10.0,2004.0,6.0,199000,,
Shaun of the Dead,9.0,2004.0,7.9,595000,,
Shaun the Sheep,2.0,2015.0,,,,
Shazam!,4.0,2019.0,7.0,385000,,
Shazam! Fury of the Gods,3.0,2023.0,5.9,125000,,
She's Out of My League,3.0,2010.0,6.4,145000,,
She's the Man,3.0,2006.0,6.4,176000,,United States Canada
Sherlock Gnomes,3.0,2018.0,5.2,14000,,
Sherlock Holmes,12.0,2009.0,7.6,672000,,
Sherlock Holmes: A Game of Shadows,12.0,2011.0,7.4,481000,,
She’s the Man,3.0,2006.0,,,,
Shine a Light,4.0,2008.0,7.1,12000,,
Shoot 'Em Up,9.0,2007.0,6.6,155000,,
Shooter,3.0,2007.0,7.1,356000,,
Shopgirl,10.0,2005.0,6.3,25000,,
Shorts,8.0,2009.0,4.7,8000,,
Show Dogs,5.0,2018.0,4.0,51000,,
Showtime,3.0,2002.0,5.5,65000,,
Shrek,5.0,2001.0,7.9,735000,,
Shrek 2,5.0,2004.0,7.3,506000,,
Shrek Forever After,5.0,2010.0,6.3,225000,,
Shrek the Third,5.0,2007.0,6.1,333000,,
Shut In,3.0,2016.0,,,,
Shutter,3.0,2008.0,5.2,38000,,
Shutter Island,2.0,2010.0,8.2,15000000,,
Sicario,9.0,2015.0,7.7,478000,,
Sicario: Day of the Soldado,6.0,2018.0,7.1,167000,,
Sicko,6.0,2007.0,8.0,77000,,
Side Effects,2.0,2013.0,7.1,197000,,
Sideways,10.0,2004.0,7.5,205000,,
Signs,8.0,2002.0,6.8,386000,,
Silence,12.0,2016.0,7.2,123000,,
Silent Hill,4.0,2006.0,6.5,244000,,
Silent Hill: Revelation,10.0,2012.0,4.9,67000,,Canada France Japan
Silent Hill: Revelation 3D,10.0,2012.0,,,,
Silent House,3.0,2012.0,5.2,25000,,
Silver Linings Playbook,11.0,2012.0,7.7,743000,,
Sin City,4.0,2005.0,8.0,794000,,
Sin City: A Dame to Kill For,8.0,2014.0,6.5,171000,,
Sinbad: Legend of the Seven Seas,7.0,2003.0,6.7,60000,,
Sing,12.0,2016.0,7.1,192000,,
Sinister,10.0,2012.0,6.8,281000,,
Sinister 2,8.0,2015.0,5.3,61000,,
Sisters,12.0,2015.0,6.0,69000,,
Sky Captain and the World of Tomorrow,9.0,2004.0,6.1,88000,,
Sky High,7.0,2005.0,6.3,95000,,
Skyfall,11.0,2012.0,7.8,732000,,
Skyline,11.0,2010.0,,,,
Skyscraper,7.0,2018.0,5.8,134000,,
Slackers,2.0,2002.0,5.3,15000,,
Sleepless,1.0,2017.0,5.6,34000,,
Sleepover,7.0,2004.0,5.3,18000,,
Sleight,4.0,2017.0,5.9,93000,,United States
Slender Man,8.0,2018.0,3.3,38000,,
Slither,3.0,2006.0,6.5,89000,,
Slumdog Millionaire,11.0,2008.0,8.0,879000,,
Small Time Crooks,5.0,2000.0,,,,
Smallfoot,9.0,2018.0,6.6,43000,,
Smokin' Aces,1.0,2007.0,6.6,152000,,
Smurfs: The Lost Village,4.0,2017.0,6.0,24000,,
Snabba Cash,7.0,2012.0,,,,
Snakes on a Plane,8.0,2006.0,5.5,145000,,
Snatch,12.0,2000.0,8.2,912000,,
Snatched,5.0,2017.0,4.7,38000,,
Snitch,2.0,2013.0,6.4,93000,,
Snow Day,2.0,2000.0,,,,
Snow Dogs,1.0,2002.0,5.2,29000,,
Snow Flower and the Secret Fan,7.0,2011.0,6.1,4000,,
Snow White and the Huntsman,6.0,2012.0,6.1,303000,,
Snowden,9.0,2016.0,7.3,163000,,
Snowpiercer,6.0,2014.0,7.1,389000,,
Solaris,11.0,2002.0,6.2,86000,,
Solitary Man,5.0,2010.0,6.3,17000,,United States
Solo: A Star Wars Story,5.0,2018.0,6.9,380000,,
Someone Like You,3.0,2001.0,6.0,27000,,
Something Borrowed,5.0,2011.0,5.8,65000,,
Something's Gotta Give,12.0,2003.0,6.7,129000,,
Somewhere,12.0,2010.0,6.3,47000,,
Son of God,2.0,2014.0,5.7,20000,,
Son of Rambow: A Home Movie,5.0,2008.0,,,,
Son of the Mask,2.0,2005.0,2.3,59000,,
Sorority Boys,3.0,2002.0,5.4,16000,,United States
Sorority Row,9.0,2009.0,5.1,32000,,
Sorry to Bother You,7.0,2018.0,6.9,88000,,
Soul Men,11.0,2008.0,6.4,12000,,
Soul Plane,5.0,2004.0,4.5,25000,,United States
Soul Surfer,4.0,2011.0,7.0,53000,,
Soul Survivors,9.0,2001.0,3.9,96000,,United States
Sound of Freedom,7.0,2023.0,7.6,115000,,
Source Code,4.0,2011.0,7.5,550000,,
Southpaw,7.0,2015.0,7.3,259000,,
Space Chimps,7.0,2008.0,4.5,13000,,
Space Cowboys,8.0,2000.0,6.5,86000,,
Spanglish,12.0,2004.0,6.4,89000,,
Sparkle,8.0,2012.0,5.7,67000,,
Spectre,11.0,2015.0,6.8,467000,,
Speed Racer,5.0,2008.0,6.1,79000,,
Spider,12.0,2002.0,6.8,41000,,Canada United Kingdom
Spider-Man,5.0,2002.0,7.4,881000,,
Spider-Man 2,6.0,2004.0,7.5,710000,,
Spider-Man 3,5.0,2007.0,6.3,639000,,
Spider-Man: Across the Spider-Verse,6.0,2023.0,8.6,372000,,
Spider-Man: Far From Home,6.0,2019.0,,,,
Spider-Man: Far from Home,7.0,2019.0,7.4,558000,,United States Czech Republic Australia Canada Italy
Spider-Man: Homecoming,7.0,2017.0,7.4,721000,,
Spider-Man: Into The Spider-Verse 3D,12.0,2018.0,,,,
Spies in Disguise,12.0,2019.0,,,,
Spirit: Stallion of the Cimarron,5.0,2002.0,7.2,86000,,
Spirited Away,4.0,2023.0,8.6,851000,,
Splice,6.0,2010.0,5.8,102000,,
Split,1.0,2017.0,7.3,556000,,
SpongeBob SquarePants: The Movie,1.0,2005.0,,,,
Spotlight,11.0,2015.0,8.1,503000,,
Spring Breakers,3.0,2013.0,5.3,149000,,
Spy,6.0,2015.0,7.0,259000,,United States
Spy Game,11.0,2001.0,7.1,167000,,
Spy Kids,3.0,2001.0,5.6,127000,,
Spy Kids 2: Island of Lost Dreams,8.0,2002.0,5.3,74000,,United States
Spy Kids 2: The Island of Lost Dreams,8.0,2002.0,,,,
Spy Kids 3-D: Game Over,8.0,2003.0,,,,
Spy Kids 3: Game Over,7.0,2003.0,4.4,66000,,United States
Spy Kids 4: All the Time in the World,8.0,2011.0,3.5,28000,,United States
Spy Kids: All the Time in the World,8.0,2011.0,,,,
Spy!,5.0,2015.0,,,,
St. Trinian’s,10.0,2009.0,,,,
St. Vincent,10.0,2014.0,7.2,109000,,
Stan & Ollie,12.0,2018.0,7.2,40000,,
Star Trek,5.0,2009.0,7.9,621000,,
Star Trek Beyond,7.0,2016.0,7.0,259000,,
Star Trek Into Darkness,5.0,2013.0,7.7,497000,,
Star Trek: Nemesis,12.0,2002.0,6.4,84000,,
Star Trek: The Motion Picture,9.0,2019.0,6.4,97000,,United States
Star Wars Ep. II: Attack of the Clones,5.0,2002.0,,,,
Star Wars Ep. III: Revenge of the Sith,5.0,2005.0,,,,
Star Wars Ep. VII: The Force Awakens,12.0,2015.0,,,,
Star Wars Ep. VIII: The Last Jedi,12.0,2017.0,,,,
Star Wars: Episode I - The Phantom Menace,2.0,2012.0,6.5,859000,,United States
Star Wars: Episode II - Attack of the Clones,11.0,2002.0,6.6,760000,,United States
Star Wars: Episode III - Revenge of the Sith,5.0,2005.0,7.6,847000,,United States Italy Switzerland Thailand
Star Wars: Episode VI - Return of the Jedi,4.0,2023.0,8.3,11000000,,United States
Star Wars: Episode VII - The Force Awakens,12.0,2015.0,7.8,975000,,United States
Star Wars: Episode VIII - The Last Jedi,12.0,2017.0,6.9,673000,,United States
Star Wars: The Clone Wars,8.0,2008.0,5.9,73000,,
Star Wars: The Rise of Skywalker,12.0,2019.0,,,,
Stardust,8.0,2007.0,7.6,285000,,
Starsky & Hutch,3.0,2004.0,6.1,155000,,
State of Play,4.0,2009.0,7.1,161000,,
Stay Alive,3.0,2006.0,5.0,34000,,
Stealing Harvard,9.0,2002.0,5.1,14000,,United States
Stealth,7.0,2005.0,5.1,56000,,
Steamboy,3.0,2005.0,6.8,19000,,Japan
Step Brothers,7.0,2008.0,6.9,319000,,
Step Up,8.0,2006.0,6.5,127000,,
Step Up 2 the Streets,2.0,2008.0,,,,
Step Up 3D,8.0,2010.0,6.2,60000,,
Step Up Revolution,7.0,2012.0,6.4,58000,,
Steve Jobs,10.0,2015.0,7.2,179000,,
Stick It,4.0,2006.0,6.4,30000,,
Still Alice,1.0,2015.0,7.5,144000,,
Stoker,3.0,2013.0,6.7,115000,,
Stolen,9.0,2012.0,5.5,46000,,
Stolen Summer,3.0,2002.0,6.5,29000,,United States
Stomp the Yard,1.0,2007.0,5.4,26000,,
Stone,10.0,2010.0,5.4,43000,,United States
Stop-Loss,3.0,2008.0,6.4,21000,,
Storks,9.0,2016.0,6.8,67000,,
Straight Outta Compton,8.0,2015.0,7.8,219000,,
Strange Wilderness,2.0,2008.0,5.2,23000,,
Stranger Than Fiction,11.0,2006.0,,,,
Straw Dogs,9.0,2011.0,5.8,36000,,
Strays,8.0,2023.0,6.3,30000,,
Street Fighter: The Legend of Chun-Li,2.0,2009.0,3.7,25000,,
Street Kings,4.0,2008.0,6.8,121000,,
Stronger,9.0,2017.0,6.9,50000,,
Stuart Little 2,7.0,2002.0,5.5,59000,,
Stuber,7.0,2019.0,6.2,51000,,
Stuck On You,2.0,2004.0,,,,
Suburbicon,10.0,2017.0,5.8,47000,,
Sucker Punch,3.0,2011.0,6.1,253000,,
Suffragette,10.0,2015.0,6.9,45000,,
Sugar & Spice,1.0,2001.0,5.7,15000,,United States
Suicide Squad,8.0,2016.0,5.9,723000,,
Sukkar banat,2.0,2008.0,,,,
Sully,9.0,2016.0,7.4,299000,,
Summer Catch,8.0,2001.0,5.1,17000,,United States
Sunshine,7.0,2007.0,7.2,268000,,
Sunshine Cleaning,3.0,2009.0,6.8,74000,,
Super,4.0,2011.0,6.7,84000,,United States
Super 8,6.0,2011.0,7.0,368000,,
Super Size Me,5.0,2004.0,7.2,113000,,
Super Troopers,2.0,2002.0,7.0,113000,,
Super Troopers 2,4.0,2018.0,6.0,28000,,
SuperFly,6.0,2018.0,5.2,76000,,United States
Superbabies: Baby Geniuses 2,8.0,2004.0,1.5,32000,,Germany United Kingdom United States
Superbad,8.0,2007.0,7.6,634000,,
Superfly,7.0,2018.0,,,,
Superhero Movie,3.0,2008.0,4.7,76000,,
Superman Returns,6.0,2006.0,6.1,292000,,
Supernova,1.0,2000.0,,,,
Surfer Dude,9.0,2008.0,4.6,91000,,United States
Surf’s Up,6.0,2007.0,,,,
Surrogates,9.0,2009.0,6.3,180000,,
Survival of the Dead,5.0,2010.0,4.8,23000,,United States Canada
Suspect Zero,8.0,2004.0,5.8,21000,,
Suspiria,10.0,2018.0,6.7,93000,,
Sweeney Todd: The Demon Barber of Fleet Street,12.0,2007.0,7.3,387000,,
Sweet Home Alabama,9.0,2002.0,6.2,124000,,
Sweet Land,10.0,2006.0,7.1,42000,,United States
Sweet November,2.0,2001.0,6.7,95000,,
Swept Away,10.0,2002.0,3.6,18000,,United Kingdom Italy
Swimfan,9.0,2002.0,5.1,21000,,
Swimming Pool,7.0,2003.0,6.7,48000,,
Swing Vote,8.0,2008.0,6.1,19000,,
Swiss Army Man,6.0,2016.0,6.9,134000,,
Swordfish,6.0,2001.0,6.5,196000,,
Sydney White,9.0,2007.0,6.2,51000,,
Synecdoche New York,10.0,2008.0,7.5,98000,,United States
Syriana,11.0,2005.0,6.9,134000,,
T2 Trainspotting,3.0,2017.0,7.2,133000,,United Kingdom United States
T2: Trainspotting,1.0,2017.0,,,,
TMNT,3.0,2007.0,6.2,69000,,
Tae Guik Gi: The Brotherhood of War,9.0,2004.0,,,,
Tag,6.0,2018.0,6.5,147000,,
Take Me Home Tonight,3.0,2011.0,6.3,55000,,
Take Shelter,9.0,2011.0,7.3,108000,,
Take the Lead,4.0,2006.0,6.6,27000,,
Taken,1.0,2009.0,7.7,635000,,
Taken 2,10.0,2012.0,6.2,323000,,
Taken 3,1.0,2015.0,6.0,204000,,
Takers,8.0,2010.0,6.2,66000,,
Taking Lives,3.0,2004.0,6.2,95000,,
Taking Woodstock,8.0,2009.0,6.7,30000,,
Talk To Me,7.0,2023.0,,,,
Talladega Nights: The Ballad of Ricky Bobby,8.0,2006.0,6.6,200000,,
Tamara,2.0,2006.0,5.0,11000,,
Tammy,7.0,2014.0,4.9,55000,,
Tangled,11.0,2010.0,7.7,495000,,
Taxi,10.0,2004.0,4.5,45000,,
Teacher's Pet: The Movie,1.0,2004.0,,,,
Team America: World Police,10.0,2004.0,7.2,179000,,
Tears of the Sun,3.0,2003.0,6.6,131000,,
Ted,6.0,2012.0,6.9,658000,,
Ted 2,6.0,2015.0,6.3,234000,,
Teen Titans GO! To the Movies,7.0,2018.0,6.7,22000,,United States
Teen Titans Go! To The Movies,7.0,2018.0,,,,
Teenage Mutant Ninja Turtles,8.0,2014.0,5.8,220000,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,8.0,2023.0,7.2,64000,,
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,2016.0,5.9,100000,,
Terminator 2: Judgment Day,8.0,2017.0,8.6,12000000,,United States
Terminator 3: Rise of the Machines,7.0,2003.0,6.3,419000,,
Terminator Genisys,7.0,2015.0,6.3,293000,,United States Canada
Terminator Salvation,5.0,2009.0,6.5,378000,,
Terminator: Dark Fate,10.0,2019.0,,,,
Terminator: Genisys,6.0,2015.0,,,,
Testament of Youth,6.0,2015.0,7.2,31000,,
Texas Chainsaw 3D,7.0,2023.0,,,,
Thank You For Smoking,3.0,2006.0,,,,
Thank You for Smoking,3.0,2006.0,7.5,229000,,United States
Thank You for Your Service,10.0,2017.0,6.6,16000,,
Thanksgiving,11.0,2023.0,,,,
That Awkward Moment,1.0,2014.0,6.1,107000,,
That's My Boy,6.0,2012.0,5.5,109000,,United States
That’s My Boy,6.0,2012.0,,,,
The 15:17 to Paris,2.0,2018.0,5.3,36000,,
The 33,11.0,2015.0,6.9,40000,,
The 40 Year-old Virgin,8.0,2005.0,,,,
The 40-Year-Old Virgin,8.0,2005.0,7.1,468000,,United States
The 5th Wave,1.0,2016.0,5.2,117000,,
The 6th Day,11.0,2000.0,5.9,128000,,
The A-Team,6.0,2010.0,6.7,269000,,
The Accountant,10.0,2016.0,7.3,323000,,
The Addams Family,10.0,2019.0,5.8,45000,,
The Adjustment Bureau,3.0,2011.0,7.0,270000,,
The Adventures of Pluto Nash,8.0,2002.0,3.9,27000,,United States Australia
The Adventures of Rocky & Bullwinkle,6.0,2000.0,,,,
The Adventures of Sharkboy and Lavagirl in 3-D,6.0,2005.0,,,,
The Adventures of Tintin,12.0,2011.0,7.3,243000,,
The Age of Adaline,4.0,2015.0,7.2,204000,,
The Alamo,4.0,2004.0,6.0,22000,,United States
The Amazing Spider-Man,7.0,2012.0,6.9,703000,,
The Amazing Spider-Man 2,5.0,2014.0,6.6,539000,,
The American,9.0,2010.0,6.3,102000,,
The Amityville Horror,4.0,2005.0,5.9,117000,,
The Angry Birds Movie,5.0,2016.0,6.3,104000,,
The Angry Birds Movie 2,8.0,2019.0,6.4,35000,,
The Animal,6.0,2001.0,4.8,64000,,
The Ant Bully,7.0,2006.0,5.8,42000,,
The Apparition,8.0,2012.0,4.1,21000,,
The Art of Racing in the Rain,8.0,2019.0,7.6,38000,,
The Artist,11.0,2011.0,7.9,249000,,
The Assassination of Jesse James by the Coward Robert Ford,9.0,2007.0,7.5,193000,,
The Astronaut Farmer,2.0,2007.0,6.3,23000,,United States
The Avengers,5.0,2012.0,8.0,15000000,,
The Aviator,12.0,2004.0,7.5,384000,,
The Awakening,8.0,2012.0,6.4,69000,,
The BFG,7.0,2016.0,6.3,93000,,
The Back-up Plan,4.0,2010.0,5.3,52000,,
The Bad News Bears,7.0,2005.0,,,,
The Banger Sisters,9.0,2002.0,5.7,17000,,United States
The Bank Job,3.0,2008.0,7.2,189000,,
The Beaver,5.0,2011.0,6.6,51000,,
The Beguiled,6.0,2017.0,6.3,62000,,
The Believer,5.0,2002.0,7.1,41000,,United States
The Belko Experiment,3.0,2017.0,6.2,59000,,
The Benchwarmers,4.0,2006.0,5.5,55000,,
The Best Exotic Marigold Hotel,5.0,2012.0,7.2,100000,,
The Best Man Holiday,11.0,2013.0,6.6,17000,,
The Best of Enemies,4.0,2019.0,7.3,20000,,
The Best of Me,10.0,2014.0,6.7,78000,,
The Big Bounce,1.0,2004.0,4.9,19000,,
The Big Short,12.0,2015.0,7.8,486000,,
The Big Sick,6.0,2017.0,7.5,144000,,
The Big Wedding,4.0,2013.0,5.6,52000,,
The Big Year,10.0,2011.0,6.2,48000,,
The Birth of a Nation,10.0,2016.0,6.5,22000,,
The Black Dahlia,9.0,2006.0,5.6,77000,,
The Blind Side,11.0,2009.0,7.6,361000,,
The Boat That Rocked,11.0,2009.0,,,,
The Book Thief,11.0,2013.0,7.5,142000,,
The Book of Eli,1.0,2010.0,6.8,340000,,
The Book of Life,10.0,2014.0,7.2,78000,,
The Book of Mormon Movie Volume 1: The Journey,9.0,2003.0,3.0,532,,United States
The Boondock Saints 2: All Saints Day,10.0,2009.0,,,,
The Boondock Saints II: All Saints Day,10.0,2009.0,6.2,67000,,United States
The Boss,4.0,2016.0,5.4,49000,,
The Boss Baby,3.0,2017.0,6.3,142000,,
The Bounty Hunter,3.0,2010.0,5.5,134000,,
The Bourne Identity,6.0,2002.0,7.8,577000,,
The Bourne Legacy,8.0,2012.0,6.6,316000,,
The Bourne Supremacy,7.0,2004.0,7.7,487000,,
The Bourne Ultimatum,8.0,2007.0,8.0,659000,,
The Box,11.0,2009.0,,,,
The Boxtrolls,9.0,2014.0,6.8,62000,,
The Boy,1.0,2016.0,6.0,102000,,
The Boy Next Door,1.0,2015.0,4.7,46000,,
The Boy in the Striped Pyjamas,11.0,2008.0,,,,
The Brave One,9.0,2007.0,6.7,64000,,
The Break-Up,6.0,2006.0,5.8,139000,,
The Brothers,3.0,2001.0,6.3,51000,,
The Brothers Bloom,5.0,2009.0,6.7,53000,,
The Brothers Grimm,8.0,2005.0,5.9,126000,,
The Brothers Grimsby,3.0,2016.0,6.2,111000,,
The Brothers Solomon,9.0,2007.0,5.3,11000,,United States
The Bucket List,12.0,2007.0,7.4,260000,,
The Butler,8.0,2013.0,7.2,120000,,United States
The Butterfly Effect,1.0,2004.0,7.6,522000,,
The Bye Bye Man,1.0,2017.0,4.3,26000,,
The Cabin in the Woods,4.0,2012.0,7.0,451000,,
The Call,3.0,2013.0,6.7,130000,,
The Campaign,8.0,2012.0,6.1,137000,,
The Case for Christ,4.0,2017.0,6.3,10000,,
The Cat in the Hat,11.0,2003.0,4.1,88000,,United States Canada
The Cave,10.0,2019.0,7.5,29000,,
The Caveman's Valentine,3.0,2001.0,5.8,81000,,United States Canada
The Cell,8.0,2000.0,,,,
The Change-Up,8.0,2011.0,6.3,196000,,
The Children of Huang Shi,5.0,2008.0,7.0,10000,,
The Chronicles of Narnia: Prince Caspian,5.0,2008.0,6.5,226000,,
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,12.0,2005.0,6.9,429000,,United Kingdom United States
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12.0,2005.0,,,,
The Chronicles of Narnia: The Voyage of the Dawn Treader,12.0,2010.0,6.3,167000,,
The Chronicles of Riddick,6.0,2004.0,6.6,242000,,
The Circle,4.0,2017.0,5.4,100000,,
The City of Your Final Destination,4.0,2010.0,6.3,32000,,United States
The Cold Light of Day,9.0,2012.0,4.9,39000,,
The Collection,11.0,2012.0,,,,
The Collector,7.0,2009.0,6.3,72000,,
The Commuter,1.0,2018.0,6.3,126000,,
The Company,12.0,2003.0,6.2,68000,,United States Germany United Kingdom
The Company Men,1.0,2011.0,6.7,48000,,United States
The Company You Keep,4.0,2013.0,6.4,35000,,
The Conjuring,7.0,2013.0,7.5,556000,,
The Conjuring 2,6.0,2016.0,7.3,301000,,Canada United States United Kingdom
The Conjuring 2: The Enfield Poltergeist,6.0,2016.0,,,,
The Conspirator,4.0,2011.0,6.9,30000,,
The Constant Gardener,8.0,2005.0,7.4,149000,,
The Contender,10.0,2000.0,6.9,25000,,United States Germany United Kingdom
The Cookout,9.0,2004.0,3.8,34000,,United States
The Cooler,11.0,2003.0,6.9,36000,,
The Core,3.0,2003.0,5.5,107000,,
The Counselor,10.0,2013.0,5.4,106000,,
The Count of Monte Cristo,1.0,2002.0,7.7,149000,,
The Country Bears,7.0,2002.0,4.3,61000,,United States
The Covenant,9.0,2006.0,5.2,52000,,
The Crazies,2.0,2010.0,6.5,129000,,
The Creator,9.0,2023.0,6.7,162000,,
The Crimson Rivers,1.0,2001.0,6.9,66000,,France
The Crocodile Hunter: Collision Course,7.0,2002.0,5.4,82000,,Australia United States
The Croods,3.0,2013.0,7.1,232000,,
The Curious Case of Benjamin Button,12.0,2008.0,7.8,697000,,
The Current War: Director’s Cut,7.0,2019.0,,,,
The Curse of La Llorona,4.0,2019.0,5.3,58000,,
The Curse of the Jade Scorpion,8.0,2001.0,6.7,42000,,United States Germany
The DUFF,2.0,2015.0,6.4,102000,,
The Da Vinci Code,5.0,2006.0,6.6,459000,,
The Danish Girl,11.0,2015.0,7.1,199000,,
The Darjeeling Limited,9.0,2007.0,7.2,217000,,
The Dark Knight,7.0,2008.0,9.0,29000000,,
The Dark Knight Rises,7.0,2012.0,8.4,18000000,,
The Dark Tower,8.0,2017.0,5.6,146000,,
The Darkest Hour,12.0,2011.0,4.9,64000,,
The Darkest Minds,8.0,2018.0,5.7,36000,,
The Darkness,5.0,2016.0,4.5,17000,,
The Day After Tomorrow,5.0,2004.0,6.5,477000,,
The Day the Earth Stood Still,12.0,2008.0,5.5,179000,,
The Debt,8.0,2011.0,6.8,72000,,
The Deep End,8.0,2001.0,6.5,12000,,
The Departed,10.0,2006.0,8.5,14000000,,
The Descendants,11.0,2011.0,7.3,252000,,
The Descent,8.0,2006.0,7.2,247000,,
The Devil Inside,1.0,2012.0,4.2,38000,,
The Devil Wears Prada,6.0,2006.0,6.9,469000,,
The Devil's Double,7.0,2011.0,7.0,64000,,
The Devil's Rejects,7.0,2005.0,6.7,106000,,United States Germany
The Dictator,5.0,2012.0,6.4,335000,,
The Dilemma,1.0,2011.0,5.3,57000,,
The Disappointments Room,9.0,2016.0,3.9,10000,,United States
The Disaster Artist,12.0,2017.0,7.3,164000,,
The Divergent Series: Allegiant,3.0,2016.0,,,,
The Divergent Series: Insurgent,3.0,2015.0,6.2,255000,,
The Divine Secrets of the Ya-Ya Sisterhood,6.0,2002.0,,,,
The Door in the Floor,7.0,2004.0,6.6,16000,,United States
The Dreamers,2.0,2004.0,7.1,132000,,
The Dressmaker,9.0,2016.0,7.0,66000,,
The Drop,9.0,2014.0,7.0,162000,,
The Duchess,9.0,2008.0,6.9,87000,,
The Dukes of Hazzard,8.0,2005.0,5.1,82000,,
The Eagle,2.0,2011.0,6.2,74000,,
The Eclipse,3.0,2010.0,6.0,31000,,Ireland
The Edge of Seventeen,12.0,2016.0,,,,
The Emoji Movie,7.0,2017.0,3.4,71000,,
The Emperor's Club,11.0,2002.0,6.9,18000,,
The Emperor's New Groove,12.0,2000.0,7.4,226000,,
The Equalizer,9.0,2014.0,7.2,421000,,
The Equalizer 2,7.0,2018.0,6.7,199000,,
The Exorcism of Emily Rose,9.0,2005.0,6.7,140000,,
The Exorcist: Believer,10.0,2023.0,4.8,40000,,
The Expendables,8.0,2010.0,6.4,365000,,
The Expendables 2,8.0,2012.0,6.6,323000,,
The Expendables 3,8.0,2014.0,6.1,196000,,
The Express,10.0,2008.0,7.2,23000,,
The Eye,2.0,2008.0,5.4,56000,,
The Family,9.0,2013.0,6.3,123000,,
The Family Man,12.0,2000.0,6.8,119000,,
The Family Stone,12.0,2005.0,6.3,75000,,
